address,object_type,floors,contruction_date,square
"г Уфа, пр-кт Октября, д.108 корп.1",Другое строение,2,,0.01
"г Уфа, пр-кт Октября, д.109",Многоквартирный дом,5,1960-01-01 00:00:00,4222.9
"г Уфа, пр-кт Октября, д.109 корп.1",Многоквартирный дом,11,2011-01-01 00:00:00,4351.71
"г Уфа, пр-кт Октября, д.109 корп.2",Многоквартирный дом,5,1968-01-01 00:00:00,3557.3
"г Уфа, пр-кт Октября, д.109 корп.3",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.109/1*",Другое строение,0,,
"г Уфа, пр-кт Октября, д.11",Многоквартирный дом,5,1959-01-01 00:00:00,7841.8
"г Уфа, пр-кт Октября, д.11 корп.1",Многоквартирный дом,5,1965-01-01 00:00:00,3567.0
"г Уфа, пр-кт Октября, д.11 корп.2",Многоквартирный дом,6,1994-01-01 00:00:00,3191.6
"г Уфа, пр-кт Октября, д.11 корп.3",Многоквартирный дом,13,2006-01-01 00:00:00,3781.1
"г Уфа, пр-кт Октября, д.110",Многоквартирный дом,5,1963-01-01 00:00:00,3202.1
"г Уфа, пр-кт Октября, д.111",Многоквартирный дом,5,1960-01-01 00:00:00,3302.9
"г Уфа, пр-кт Октября, д.111 корп.2",Многоквартирный дом,4,1960-01-01 00:00:00,2368.67
"г Уфа, пр-кт Октября, д.111 корп.3",Многоквартирный дом,5,1963-01-01 00:00:00,3554.9
"г Уфа, пр-кт Октября, д.112",Многоквартирный дом,9,1963-01-01 00:00:00,3194.0
"г Уфа, пр-кт Октября, д.112 корп.1",Многоквартирный дом,5,1963-01-01 00:00:00,4819.5
"г Уфа, пр-кт Октября, д.112 корп.2",Многоквартирный дом,5,1980-01-01 00:00:00,3154.0
"г Уфа, пр-кт Октября, д.112 корп.3",Многоквартирный дом,9,1983-01-01 00:00:00,5773.9
"г Уфа, пр-кт Октября, д.112 корп.4",Многоквартирный дом,9,1974-01-01 00:00:00,3851.3
"г Уфа, пр-кт Октября, д.113",Многоквартирный дом,5,1960-01-01 00:00:00,3573.3
"г Уфа, пр-кт Октября, д.114",Многоквартирный дом,5,1960-01-01 00:00:00,3345.3
"г Уфа, пр-кт Октября, д.114 корп.1",Многоквартирный дом,5,1960-01-01 00:00:00,3846.7
"г Уфа, пр-кт Октября, д.114 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,1601.2
"г Уфа, пр-кт Октября, д.114 корп.3",Многоквартирный дом,5,1960-01-01 00:00:00,1624.0
"г Уфа, пр-кт Октября, д.115",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.115 корп.1",Многоквартирный дом,4,1960-01-01 00:00:00,2561.4
"г Уфа, пр-кт Октября, д.115 корп.3",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.115 корп.4",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.116",Многоквартирный дом,5,1960-01-01 00:00:00,3823.5
"г Уфа, пр-кт Октября, д.116 корп.1",Другое строение,2,,0.01
"г Уфа, пр-кт Октября, д.116 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,1591.2
"г Уфа, пр-кт Октября, д.116 корп.4",Многоквартирный дом,5,1960-01-01 00:00:00,1609.8
"г Уфа, пр-кт Октября, д.117",Многоквартирный дом,5,1960-01-01 00:00:00,3514.1
"г Уфа, пр-кт Октября, д.117 корп.1",Многоквартирный дом,5,1960-01-01 00:00:00,3187.9
"г Уфа, пр-кт Октября, д.117 корп.1а",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.117 корп.2",Многоквартирный дом,4,1998-01-01 00:00:00,3184.8
"г Уфа, пр-кт Октября, д.117 корп.3",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.117 цтп",Другое строение,5,1960-01-01 00:00:00,0.01
"г Уфа, пр-кт Октября, д.118",Многоквартирный дом,5,1960-01-01 00:00:00,3770.1
"г Уфа, пр-кт Октября, д.118 корп.1",Многоквартирный дом,5,1960-01-01 00:00:00,1605.2
"г Уфа, пр-кт Октября, д.118 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,1604.5
"г Уфа, пр-кт Октября, д.119",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.119 корп.1",Многоквартирный дом,4,1961-01-01 00:00:00,2608.2
"г Уфа, пр-кт Октября, д.119 корп.2",Другое строение,1,,0.0
"г Уфа, пр-кт Октября, д.119 корп.3",Многоквартирный дом,7,1995-01-01 00:00:00,2901.0
"г Уфа, пр-кт Октября, д.119 корп.3а",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.12",Многоквартирный дом,5,1950-01-01 00:00:00,5850.6
"г Уфа, пр-кт Октября, д.12 корп.1",Многоквартирный дом,5,1978-01-01 00:00:00,2690.7
"г Уфа, пр-кт Октября, д.12 корп.2",Многоквартирный дом,12,1990-01-01 00:00:00,4220.3
"г Уфа, пр-кт Октября, д.12 корп.2а",Другое строение,1,1992-01-01 00:00:00,0.01
"г Уфа, пр-кт Октября, д.12 корп.4",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.120",Другое строение,4,,0.01
"г Уфа, пр-кт Октября, д.120 корп.А",Другое строение,2,,0.01
"г Уфа, пр-кт Октября, д.121",Многоквартирный дом,5,1961-01-01 00:00:00,3449.5
"г Уфа, пр-кт Октября, д.121 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,3190.0
"г Уфа, пр-кт Октября, д.121 корп.1а",Многоквартирный дом,9,1970-01-01 00:00:00,5191.3
"г Уфа, пр-кт Октября, д.122",Многоквартирный дом,5,1960-01-01 00:00:00,3217.6
"г Уфа, пр-кт Октября, д.122 корп.1",Многоквартирный дом,5,1960-01-01 00:00:00,1679.9
"г Уфа, пр-кт Октября, д.122 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,3153.3
"г Уфа, пр-кт Октября, д.122 корп.3",Многоквартирный дом,5,1960-01-01 00:00:00,1609.6
"г Уфа, пр-кт Октября, д.122 корп.4",Многоквартирный дом,6,2002-01-01 00:00:00,4428.7
"г Уфа, пр-кт Октября, д.123",Многоквартирный дом,5,1961-01-01 00:00:00,3411.1
"г Уфа, пр-кт Октября, д.124",Многоквартирный дом,5,1959-01-01 00:00:00,3410.1
"г Уфа, пр-кт Октября, д.124 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,1616.0
"г Уфа, пр-кт Октября, д.124 корп.3",Многоквартирный дом,5,1959-01-01 00:00:00,1599.0
"г Уфа, пр-кт Октября, д.124 корп.А",Другое строение,2,,0.01
"г Уфа, пр-кт Октября, д.125",Многоквартирный дом,5,1962-01-01 00:00:00,3348.4
"г Уфа, пр-кт Октября, д.126",Многоквартирный дом,5,1960-01-01 00:00:00,3785.6
"г Уфа, пр-кт Октября, д.126 корп.1",Многоквартирный дом,5,1959-01-01 00:00:00,3193.6
"г Уфа, пр-кт Октября, д.126 корп.2",Многоквартирный дом,5,1960-01-01 00:00:00,1627.2
"г Уфа, пр-кт Октября, д.126 корп.3",Многоквартирный дом,5,1960-01-01 00:00:00,1896.0
"г Уфа, пр-кт Октября, д.126 корп.4",Многоквартирный дом,5,1959-01-01 00:00:00,1614.2
"г Уфа, пр-кт Октября, д.126 корп.5",Многоквартирный дом,5,1960-01-01 00:00:00,1596.5
"г Уфа, пр-кт Октября, д.126 корп.6",Многоквартирный дом,5,1960-01-01 00:00:00,1608.8
"г Уфа, пр-кт Октября, д.127",Многоквартирный дом,5,1962-01-01 00:00:00,3275.1
"г Уфа, пр-кт Октября, д.127 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,2735.7
"г Уфа, пр-кт Октября, д.127 корп.1а",Многоквартирный дом,9,1968-01-01 00:00:00,5256.7
"г Уфа, пр-кт Октября, д.128",Многоквартирный дом,9,1963-01-01 00:00:00,2858.8
"г Уфа, пр-кт Октября, д.128 корп.1",Многоквартирный дом,5,2001-01-01 00:00:00,4992.41
"г Уфа, пр-кт Октября, д.128 корп.2",Многоквартирный дом,10,2001-01-01 00:00:00,5977.9
"г Уфа, пр-кт Октября, д.128 корп.3",Многоквартирный дом,13,2003-01-01 00:00:00,4200.8
"г Уфа, пр-кт Октября, д.129",Другое строение,2,,0.02
"г Уфа, пр-кт Октября, д.129 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,3212.7
"г Уфа, пр-кт Октября, д.129 корп.2",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.129 корп.3",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.13",Многоквартирный дом,5,1962-01-01 00:00:00,3230.2
"г Уфа, пр-кт Октября, д.13 корп.1",Многоквартирный дом,5,1965-01-01 00:00:00,3209.3
"г Уфа, пр-кт Октября, д.130",Многоквартирный дом,5,1962-01-01 00:00:00,3281.4
"г Уфа, пр-кт Октября, д.130 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,3289.0
"г Уфа, пр-кт Октября, д.130 корп.2",Многоквартирный дом,6,1990-01-01 00:00:00,2033.8
"г Уфа, пр-кт Октября, д.130 корп.3",Многоквартирный дом,6,1989-01-01 00:00:00,1985.0
"г Уфа, пр-кт Октября, д.130 корп.4",Многоквартирный дом,6,1991-01-01 00:00:00,1839.1
"г Уфа, пр-кт Октября, д.131",Многоквартирный дом,5,1962-01-01 00:00:00,3545.7
"г Уфа, пр-кт Октября, д.131 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,2780.4
"г Уфа, пр-кт Октября, д.131 корп.А",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.132",Многоквартирный дом,5,1962-01-01 00:00:00,2823.5
"г Уфа, пр-кт Октября, д.132 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,3458.5
"г Уфа, пр-кт Октября, д.132 корп.2",Многоквартирный дом,5,1968-01-01 00:00:00,3228.18
"г Уфа, пр-кт Октября, д.132 корп.3",Другое строение,9,,0.01
"г Уфа, пр-кт Октября, д.133",Многоквартирный дом,5,1962-01-01 00:00:00,5904.3
"г Уфа, пр-кт Октября, д.133 корп.1",Многоквартирный дом,5,1962-01-01 00:00:00,3213.0
"г Уфа, пр-кт Октября, д.133 корп.2",Другое строение,1,,0.01
"г Уфа, пр-кт Октября, д.134",Многоквартирный дом,5,1961-01-01 00:00:00,2504.1
"г Уфа, пр-кт Октября, д.134 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,3154.0
"г Уфа, пр-кт Октября, д.134 корп.2",Многоквартирный дом,5,1961-01-01 00:00:00,3516.4
"г Уфа, пр-кт Октября, д.135",Многоквартирный дом,12,1974-01-01 00:00:00,6125.5
"г Уфа, пр-кт Октября, д.135 корп.1","Административные здания, конторы",4,2019-11-01 00:00:00,0.02
"г Уфа, пр-кт Октября, д.136",Многоквартирный дом,5,1962-01-01 00:00:00,3740.3
"г Уфа, пр-кт Октября, д.136 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,1644.8
"г Уфа, пр-кт Октября, д.136 корп.2",Многоквартирный дом,5,1962-01-01 00:00:00,3550.8
"г Уфа, пр-кт Октября, д.137",Другое строение,5,,0.01
"г Уфа, пр-кт Октября, д.14",Многоквартирный дом,5,1959-01-01 00:00:00,5314.3
"г Уфа, пр-кт Октября, д.14 корп.1",Многоквартирный дом,5,1970-01-01 00:00:00,2692.0
"г Уфа, пр-кт Октября, д.14 корп.2",Многоквартирный дом,6,1994-01-01 00:00:00,3165.2
"г Уфа, пр-кт Октября, д.141",Другое строение,3,,0.01
"г Уфа, пр-кт Октября, д.142",Многоквартирный дом,5,1961-01-01 00:00:00,3805.6
"г Уфа, пр-кт Октября, д.142 корп.1",Многоквартирный дом,5,1961-01-01 00:00:00,1600.5
